MSSV,Ho,Ten,Diem
19305512,Abbie,Stuart,6.4
19305513,Diena,Stevy,8.2
19305514,Chere,Donell,7.6
19305515,Gilligan,Callista,8.6
19305516,Mildrid,Remmer,9.5
19305517,Stevana,Buffum,3.5
19305518,Micheline,Ruvolo,3.1
19305519,Gloria,Jethro,6
19305520,Robinia,Johanna,9.3
19305521,Sherrie,Medrek,4
19305522,Cacilie,Uund,9.4
19305523,Mathilda,Tillford,9.6
19305524,Oona,Saunderson,7.9
19305525,Anthia,Avi,5.9
19305526,Eadie,Angelis,1
19305527,Ardys,Judye,10
19305528,Dacia,Plato,4.3
19305529,Sara-Ann,Edmund,9.4
19305530,Dorene,Noelyn,8.6
19305531,Rubie,Barney,5.3
19305532,Jemie,Urias,8.9
19305533,Hayley,Tristram,4.2
19305534,Phylis,Seagraves,3.5
19305535,Candy,Carolin,9.6
19305536,Kary,Valoniah,6.6
19305537,Leontine,Chesna,7.3
19305538,Ada,Gino,6
19305539,Sheree,Ellord,7.9
19305540,Ira,Kalinda,2
19305541,Brandise,Harday,7.7
19305542,Kary,Kiyoshi,5.1
19305543,Doro,Erskine,3.8
19305544,Cecile,Tillford,7.1
19305545,Bernardine,Laurianne,6
19305546,Ana,Fry,4.5
19305547,Elyssa,Yerkovich,4.1
19305548,Clary,Anastatius,9.6
19305549,Yolane,Curren,2.6
19305550,Codie,Rogerio,4.5
19305551,Max,Atcliffe,7.7
19305552,Glenda,Blisse,1.2
19305553,Beth,Eldrid,9.6
19305554,Stacey,Boycey,9.1
19305555,Alejandra,Truc,4.8
19305556,Wendi,Bebe,7.8
19305557,Marleah,Kiyoshi,2.2
19305558,Frank,Carmena,5
19305559,Deane,Sandye,8.5
19305560,Monika,Dudley,9.9
19305561,Leontine,Grobe,5.7
19305562,Karina,Vins,9.1
19305563,Hermione,Tannie,1.6
19305564,Benita,Saint,6.3
19305565,Almeta,Letsou,8.4
19305566,Gisela,Ilka,7.7
19305567,Valeda,Fabiola,4.3
19305568,Charmaine,Cookie,6.9
19305569,Coral,Cornelia,6.7
19305570,Tina,Reinke,4.4
19305571,Ezmeralda,Aprile,4.5
19305572,Alexine,Ax,8.9
19305573,Edith,Jotham,4.1
19305574,Xylina,Hirsch,1.3
19305575,Almeta,Bach,2.6
19305576,Nanete,Ovid,2.8
19305577,Myrtice,Ellord,7.6
19305578,Fernande,Wolfgram,3.7
19305579,Calla,Arathorn,2.1
19305580,Fina,Katrine,10
19305581,Dione,Wiener,7.8
19305582,Sallie,Konyn,7.3
19305583,Dione,Macey,6.7
19305584,Livvyy,Candy,2.6
19305585,Alyssa,Brenn,8.3
19305586,Korrie,Hermes,3.5
19305587,Farrah,Linskey,3.6
19305588,Kelly,Fitzsimmons,9.8
19305589,Monika,Merat,6.4
19305590,Vere,Florina,9.5
19305591,Brooks,Oscar,8.6
19305592,Clementine,Gladstone,9.7
19305593,Tomasina,Ashely,4.7
19305594,Georgetta,Milde,2.4
19305595,Misha,Gaynor,3.9
19305596,Meriel,Kannry,2.5
19305597,Nickie,Pillsbury,8.7
19305598,Minne,Papageno,7.5
19305599,Elmira,Cloris,1.8
19305600,Lily,Magnolia,1.3
19305601,Millie,Palocz,1.3
19305602,Margette,Sawtelle,2.3
19305603,Ardenia,Forrer,7.9
19305604,Clary,Standing,5.2
19305605,Wilma,Vastah,4.4
19305606,Aurelie,Faria,7.8
19305607,Jinny,Rudolph,3.1
19305608,Corry,Lindemann,1.9
19305609,Shaylyn,Buffum,4.9
19305610,Wendi,Dex,8.7
19305611,Jasmina,Kazimir,1.8
19305612,Ana,Yam,7.7
19305613,Penelopa,Lubin,3.4
19305614,Lily,Kosey,6.2
19305615,Coral,Vilma,7
19305616,Mary,Odysseus,2.7
19305617,Dulcinea,Hessler,5.3
19305618,Talya,Durante,4.8
19305619,Delilah,Lail,9.7
19305620,Deirdre,Means,6.9
19305621,Kittie,Wallis,9.5
19305622,Elise,Eachern,4.1
19305623,Sara-Ann,Belanger,6.3
19305624,Allyce,Fosque,5.2
19305625,Queenie,Rozanna,8.3
19305626,Cathyleen,Hebner,2.9
19305627,Kelly,Zrike,7
19305628,Letizia,Darbie,1.2
19305629,Yvonne,Kauppi,3.4
19305630,Jan,Radu,7.4
19305631,Hollie,Ethban,1.8
19305632,Fidelia,Pillsbury,9.5
19305633,Taffy,Rese,7.1
19305634,Priscilla,Frendel,5
19305635,Thalia,Stanwood,9.6
19305636,Starla,Craggie,3
19305637,Jsandye,Bethany,7.4
19305638,Rozele,Giff,3.5
19305639,Sheree,Wildermuth,5.5
19305640,Jenilee,Fitzsimmons,9.5
19305641,Nataline,Cressida,1.4
19305642,Pierette,Juan,7.7
19305643,Sue,Kare,1.6
19305644,Ileana,Yusuk,2.9
19305645,Farrah,Wenda,4.4
19305646,Tabbatha,Prober,4
19305647,Karena,Maurine,8.5
19305648,Nikki,Sacken,9.5
19305649,Hildegaard,Mata,2.3
19305650,Julieta,Cordi,8.9
19305651,Fredericka,Kare,9.1
19305652,Basia,Jeanne,2.4
19305653,Charissa,Fennessy,5.3
19305654,Fernande,Ietta,1.3
19305655,Tybie,Alexandr,6.1
19305656,Beatriz,Iaverne,1.3
19305657,Pierette,Audly,8.4
19305658,Brena,Jess,1.4
19305659,Tamqrah,Stav,4
19305660,Mureil,Morgun,3.1
19305661,Sadie,Donoghue,10
19305662,Frieda,Imelida,1.3
19305663,Goldie,Karl,1.9
19305664,Gabriellia,Vorster,7.2
19305665,Raquela,Hirsch,8.8
19305666,Dorothy,Emmy,5.2
19305667,Ana,Catie,6.2
19305668,Lanae,Arquit,1.8
19305669,Helena,Miru,7.3
19305670,Berta,Orpah,1.4
19305671,Corly,Dorothy,9.4
19305672,Tabbatha,Bearnard,5.9
19305673,June,Weinreb,8
19305674,Emylee,Suzetta,2
19305675,Roz,Bertold,3.8
19305676,Sara-Ann,Persse,3.7
19305677,Selia,Bevin,2
19305678,Harrietta,Ivens,6.5
19305679,Nerta,Bashemeth,4.6
19305680,Rivalee,Drisko,2.8
19305681,Theodora,Iphlgenia,8.3
19305682,Hermione,Bennie,1.2
19305683,Maye,Rogerio,2.8
19305684,Ellette,Toni,4.3
19305685,Pollyanna,Irmine,9.6
19305686,Malina,Ranjiv,4.7
19305687,Jenda,Zuzana,5.4
19305688,Joeann,Sparhawk,8.9
19305689,Phedra,Buckler,8.7
19305690,Cassandra,Hachmin,5.1
19305691,Anestassia,Boycey,1.5
19305692,Renae,Heidt,2.1
19305693,Gerrie,Rubie,9.7
19305694,Belinda,Goddard,9.9
19305695,Kore,Matthew,4
19305696,Maisey,Heidt,2.5
19305697,Fawne,Artie,7.7
19305698,Meghann,Jaylene,6.8
19305699,Ivett,Stevy,1.3
19305700,Ilse,Kronfeld,2.8
19305701,Sybille,Gregrory,6.4
19305702,Nyssa,McLaughlin,7.6
19305703,Ivett,Emmy,1.5
19305704,Devina,Henebry,2.8
19305705,Vonny,Gibbeon,2.2
19305706,Beatriz,Joeann,7.8
19305707,Bobinette,Bergman,5
19305708,Ezmeralda,Wattenberg,9.5
19305709,Mahalia,Phyllis,5.8
19305710,Fanchon,Stacy,6.7
19305711,Kore,Whittaker,1.4
19305712,Sarette,Center,9
19305713,Wendi,Chaing,9.9
19305714,Myrtice,Judye,1.4
19305715,Mellicent,Rillings,2.4
19305716,Collen,Sallyann,4.5
19305717,Cordi,Kelula,6.9
19305718,Aurelie,Camden,4.8
19305719,Fawne,Shanley,1.1
19305720,Courtnay,Dimitris,7.5
19305721,Mady,Clarissa,9.8
19305722,Felice,Alfons,7.1
19305723,Glynnis,Hilbert,7.3
19305724,Roxane,Marden,1.5
19305725,Lauryn,Yate,2
19305726,Chickie,Roxanna,9.1
19305727,Dotty,Remmer,9.6
19305728,Melisent,Lay,3.1
19305729,Shirlee,Lemuela,9.5
19305730,Meghann,Buttaro,8.6
19305731,Tybie,Lea,6.7
19305732,Monika,Pauly,2.4
19305733,Lita,Isacco,4.2
19305734,Alex,Dudley,9.7
19305735,Benita,Larochelle,9.8
19305736,Merry,Hanshaw,4.4
19305737,Celene,Ackerley,1.6
19305738,Doralynne,Bethany,9.4
19305739,Robinia,Viddah,2.9
19305740,Vere,Wilkinson,7.9
19305741,Glynnis,Merat,1.9
19305742,Bobinette,Urias,7.9
19305743,Cam,Wind,6.8
19305744,Gertrud,Carvey,2.4
19305745,Hope,Dielu,7.1
19305746,Desirae,Fleeta,8.5
19305747,Andree,Wiener,6.3
19305748,Annecorinne,Glovsky,3.6
19305749,Cissiee,Fosque,6.6
19305750,Cherrita,Gibbeon,5.1
19305751,Frances,Alexandr,2.5
19305752,Sara-Ann,Brunell,7.8
19305753,Doralynne,Barney,3.9
19305754,Eadie,Aaberg,4.7
19305755,Leanna,Alrich,7.2
19305756,Dawn,Mehalek,2.7
19305757,Myrtice,Lumbard,7.3
19305758,Jenda,Merell,6.9
19305759,Tierney,Mathilde,2.2
19305760,Heddie,Brackely,5.7
19305761,Nerta,Phaidra,3.6
19305762,Elyssa,Wolfgram,9.2
19305763,Nickie,Burnside,4.8
19305764,Esmeralda,Arley,7.8
19305765,Ethel,Laurianne,1.6
19305766,Hannis,Skell,8.5
19305767,Carmencita,Moina,2
19305768,Tamqrah,Lorenz,9.6
19305769,Teriann,Ackerley,9
19305770,Brena,Edee,3.4
19305771,Daphne,Gladstone,1.9
19305772,Ermengarde,Chandler,3.2
19305773,Magdalena,McNully,2.2
19305774,Dominga,Munn,7.3
19305775,Mahalia,Lail,3.6
19305776,Sophia,Jobi,5.9
19305777,Livvyy,Tannie,3.7
19305778,Talya,Suk,9.2
19305779,Alejandra,Salchunas,9.8
19305780,Nelle,Yorick,9.5
19305781,Ida,Kat,8.4
19305782,Tarra,Evangelia,3.8
19305783,Renae,Boehike,8.5
19305784,Hannis,Lory,1.2
19305785,Dorothy,Matthew,7.1
19305786,Alexine,Alwin,7.3
19305787,Hope,Waite,3.9
19305788,Demetris,Terrence,8.9
19305789,Amalie,Talia,7.1
19305790,Ketti,Havens,7.5
19305791,Karena,Phi,8.2
19305792,Bee,Stav,1.7
19305793,Zondra,Eno,4.1
19305794,Oralee,Goode,4.2
19305795,Candy,Vacuva,9.5
19305796,Mahalia,Constancy,9.8
19305797,Marjie,Ashely,1.8
19305798,Ileana,Aprile,9.2
19305799,Micheline,Creamer,4.2
19305800,Rhoda,Federica,7.6
19305801,Christian,Dimitris,7.6
19305802,Jolyn,Erlandson,4.5
19305803,Demetris,Roumell,4.5
19305804,Lynea,Armanda,5.3
19305805,Elmira,Morrill,9.6
19305806,Orsola,Erminia,8
19305807,Gianina,Ailyn,1.7
19305808,Elfreda,Bivins,8.7
19305809,Daphne,Cristi,1.6
19305810,Jorry,Bonucci,2.1
19305811,Tybie,Prouty,9.3
19305812,Fred,Raama,1.6
19305813,Laurene,Alarise,5.6
19305814,Mireielle,Toor,6.7
19305815,Mureil,Curren,6
19305816,Alejandra,Arley,4.9
19305817,Aili,Melan,8.6
19305818,Antonietta,Eckblad,9.6
19305819,Nelle,Euridice,1.8
19305820,Jeanna,Presber,1.8
19305821,Tiffie,Latini,3.1
19305822,Helsa,Brieta,3
19305823,Dione,Pitt,7.1
19305824,Jordan,Cavan,9.4
19305825,Mildrid,Ricarda,8
19305826,Oralee,Skell,1.4
19305827,Georgina,Barrus,4.1
19305828,Rosabelle,Meter,8.8
19305829,Ermengarde,Rustice,1.3
19305830,Cassondra,Corrine,4.8
19305831,Dede,Larochelle,4.1
19305832,Agathe,Creamer,6.7
19305833,Johna,Karl,9.1
19305834,Roslyn,Craggie,4.6
19305835,Desirae,Jeanne,9.3
19305836,Dale,Linehan,6.9
19305837,Tressa,Kinnard,6.6
19305838,Ayn,Drus,9.2
19305839,Aeriela,Felecia,4.6
19305840,Carmencita,Talia,6.8
19305841,Dorene,Geffner,6.9
19305842,Lucy,Devlen,8.2
19305843,Tabbatha,Prober,9.6
19305844,Kary,Francyne,1.1
19305845,Lucille,Roarke,3
19305846,Alisha,Stelle,1
19305847,Leona,Poppy,6.4
19305848,Alexine,Ricarda,5.7
19305849,Nananne,Maiah,8
19305850,Odessa,Montgomery,4.9
19305851,Kenna,Rebecka,4.1
19305852,Ronna,Dielu,5.2
19305853,Annabela,Zaslow,3.1
19305854,Arlina,Alva,9.8
19305855,Clarice,Philipp,1.2
19305856,Mureil,Infield,9.2
19305857,Theodora,Riordan,2
19305858,Olivette,Eckblad,2.6
19305859,Kassey,Emmy,2.8
19305860,Babita,Kermit,2.5
19305861,Carolina,Teryn,7.2
19305862,Andree,Flyn,9.8
19305863,Riannon,Estella,2.5
19305864,Shandie,Winnick,8.3
19305865,Cathyleen,Sikorski,6.8
19305866,Robbi,My,2.7
19305867,Ketti,Salchunas,8.8
19305868,Maud,Jacinda,4.1
19305869,Adelle,Crudden,6.4
19305870,Arlina,Vacuva,2.3
19305871,Sara-Ann,Celestine,2.2
19305872,Addia,Nisbet,1.5
19305873,Aigneis,Percy,3.2
19305874,Stacey,Oscar,1.1
19305875,Aaren,Roarke,6.3
19305876,Brandise,Joachim,2.6
19305877,Queenie,Leler,9.1
19305878,Aigneis,Emmaline,3.4
19305879,Monika,Blisse,5.7
19305880,Clarice,Joli,7.5
19305881,Renie,Abernon,3.4
19305882,Joceline,Deegan,8.7
19305883,Jerry,Doig,6.3
19305884,Felice,Deegan,1.4
19305885,Aimil,Cornelia,9.7
19305886,Lonnie,Markman,9
19305887,Leeanne,Lauraine,7.3
19305888,Korrie,Kosey,7.3
19305889,Rosaline,Arathorn,7.4
19305890,Beatriz,Gaynor,3
19305891,Rori,Buffum,9.8
19305892,Nickie,Dorine,2.6
19305893,Melodie,Clie,7.1
19305894,Yvonne,Riva,9.1
19305895,Suzette,Arley,2.5
19305896,Deloria,Brieta,3.6
19305897,Drucie,Nerita,1.5
19305898,Rhea,Bury,9.2
19305899,Fred,Henebry,1.6
19305900,Jorry,Sophronia,9.8
19305901,Lisette,Sasnett,8.3
19305902,Brooks,Tatianas,9.6
19305903,Janey,Linehan,2.3
19305904,Averyl,Gladstone,5.9
19305905,Christal,Stacy,1.6
19305906,Lila,Bollay,8.1
19305907,Jacquetta,Michella,3.1
19305908,Annora,Loring,4.6
19305909,Raquela,Felizio,3.8
19305910,Hope,Smitt,5.5
19305911,Desirae,Allina,7.7
19305912,Collen,Hamil,3.9
19305913,Paola,Cassius,1.4
19305914,Cecile,Berl,7.1
19305915,Cissiee,Sigfrid,4.6
19305916,Elvira,Fontana,8.3
19305917,Selma,Norvol,9.4
19305918,Shell,Kenwood,3.2
19305919,Demetris,Tannie,4.1
19305920,Theodora,Genna,2.5
19305921,Correy,Reneta,6.8
19305922,Rebeca,Bibi,1.7
19305923,Andeee,Erskine,9.2
19305924,Briney,Seumas,8.2
19305925,Hollie,Duwalt,9.2
19305926,Tybie,Grayce,8.5
19305927,Dagmar,Dawkins,3.9
19305928,Shell,Hoban,6.5
19305929,Inga,Braun,9.5
19305930,Cathie,Fulmer,8.6
19305931,Arlena,Nahum,4.2
19305932,Dacia,Dalli,3.7
19305933,Melisent,Torray,3.7
19305934,Natka,Roxanna,7.5
19305935,Etta,Serilda,10
19305936,Bobbi,Ardra,4
19305937,Ardys,Vilma,5.6
19305938,Bernie,Emmy,6
19305939,Dawn,Glovsky,2
19305940,Zia,Guthrie,7.7
19305941,Amalie,Concha,9
19305942,Starla,Gillan,2.1
19305943,Elora,Hillel,1.1
19305944,Kayla,Lesley,3.8
19305945,Jemie,Xerxes,3.7
19305946,Dyann,Phi,2.4
19305947,Wileen,Saint,6.9
19305948,Kelly,Kathie,9.8
19305949,Janey,Ferino,8.9
19305950,Janey,Gower,6.8
19305951,Cam,Jammal,4.6
19305952,Marguerite,Tengdin,8.8
19305953,Vivia,Chabot,4.3
19305954,Justinn,Ardra,8.6
19305955,Audrie,Yoko,5.7
19305956,Starla,Giff,7.8
19305957,Cindelyn,Strephon,8.4
19305958,Darlleen,Fry,6.7
19305959,Adelle,Juliet,5.7
19305960,Dyann,Jillane,3.5
19305961,Cherilyn,Bryna,7.7
19305962,Ada,Noman,7.1
19305963,Philis,Danby,5.1
19305964,Theodora,Odell,9.2
19305965,Judy,Jerald,7.2
19305966,Joceline,Berard,8.3
19305967,Renie,Naor,4.5
19305968,Gusty,Terrence,7.5
19305969,Goldie,Ovid,8
19305970,Chere,Alwin,8.8
19305971,Rivalee,Evangelia,7.2
19305972,Jenilee,Jehu,3.9
19305973,Hermione,Borrell,3.6
19305974,Esmeralda,Buffum,4.1
19305975,Justinn,Mallon,2.4
19305976,Ariela,Brotherson,1.8
19305977,Lorne,Docilla,8
19305978,Stevana,Lia,9.2
19305979,Elyssa,Jillane,8.4
19305980,Robinia,Pierette,3.5
19305981,Lory,Rosette,1.8
19305982,Jean,Annice,8.8
19305983,Mellicent,Carmena,1.3
19305984,Amelia,Mintz,2.5
19305985,Corly,Medrek,6
19305986,Deirdre,Ashely,4.9
19305987,Susette,Taam,2.7
19305988,Abbie,Glovsky,4.8
19305989,Lenna,Halsey,6.1
19305990,Annabela,Lesley,8.6
19305991,Marjie,Stover,4.4
19305992,Alleen,Haldas,3.3
19305993,Mallory,Warthman,4.4
19305994,Emma,Llovera,4.9
19305995,Ginnie,Gaal,8.6
19305996,Sheree,Gilbertson,5.5
19305997,Marita,Willie,2.5
19305998,Liana,Hachmin,3.3
19305999,Cherrita,Avi,9.7
19306000,Vevay,Hewitt,9.9
19306001,Mary,Bibi,9.4
19306002,Sadie,Donoghue,8.9
19306003,Berta,Montgomery,3.4
19306004,Olwen,Keily,3.3
19306005,Kellen,Paine,7.2
19306006,Fayre,Breed,3.7
19306007,Camile,Gunn,7.7
19306008,Debee,Annabella,6
19306009,Viki,Rolf,3
19306010,Madalyn,Roxanna,3.1
19306011,Pamella,Westphal,1.4
19306012,Adele,Standing,7.7
19306013,Dotty,Hepsibah,3
19306014,Carol-Jean,Bendick,8.8
19306015,Sharlene,Berriman,9.5
19306016,Elise,Cressida,9.7
19306017,Ayn,Seessel,3.7
19306018,Marylou,Payson,2.7
19306019,Winifred,Cherianne,4.6
19306020,Daryl,Dulciana,8.7
19306021,Nyssa,Silvan,6.2
19306022,Gratia,Haldas,1.6
19306023,Hildegaard,Wattenberg,1.5
19306024,Estell,Eliathas,2.8
19306025,Theodora,Imelida,7.8
19306026,Kirstin,Etom,3.1
19306027,Lanna,Damarra,3
19306028,Robinia,Haymes,2.1
19306029,Edyth,Alexandr,7.7
19306030,Renie,Bates,2.8
19306031,Deirdre,Old,2.8
19306032,Mariann,Albertine,2.9
19306033,Carmencita,Roarke,7.1
19306034,Hope,Kiersten,2.8
19306035,Marylou,Alfons,4.3
19306036,Lynea,Roarke,1.2
19306037,Annecorinne,Isidore,4.4
19306038,Mellicent,Noman,6.8
19306039,Katuscha,Maryanne,4
19306040,Jennica,Bouchard,3.9
19306041,Annice,Colleen,1.3
19306042,Pollyanna,Christal,8.6
19306043,Celestyna,Mott,5.3
19306044,Marinna,Hanleigh,9.8
19306045,Karina,Emmaline,9.2
19306046,Gerianna,Kamaria,6.3
19306047,Celisse,Gordon,2.3
19306048,Emelina,Lumbard,8
19306049,Leona,Jagir,8.4
19306050,Lorne,Leffen,9.7
19306051,Blondelle,Maurine,8.2
19306052,Farrah,Burch,4.3
19306053,Aubrie,Wenoa,9.7
19306054,Glenda,Phyllis,7.5
19306055,Amara,Blase,8.6
19306056,Carree,Roche,6
19306057,Lynea,Skurnik,8.7
19306058,Wendi,Santoro,2
19306059,Nanete,Velick,2.5
19306060,Molli,Suzetta,6.1
19306061,Edith,Sundin,6.6
19306062,Jeanna,Randene,9.6
19306063,Babita,Tatianas,1.8
19306064,Debee,Kravits,3.9
19306065,Nikki,Malanie,8.4
19306066,Corly,Erlandson,2.8
19306067,Tani,Stelle,6.1
19306068,Kirstin,Torray,2.3
19306069,Eolanda,Fiester,4.5
19306070,Cassandra,Abbot,6.7
19306071,Queenie,Lane,7.7
19306072,Gwyneth,Cecile,7
19306073,Noelle,Nunci,8.7
19306074,Rori,Madelene,6.2
19306075,Janis,Ciapas,2.1
19306076,Flo,Bibi,3.1
19306077,Dominga,Howlyn,8.5
19306078,Felice,Sandye,9.6
19306079,Selia,Roxanna,9.9
19306080,Tera,Bashemeth,1.6
19306081,Brena,Raffo,4.9
19306082,Misha,Curren,6.4
19306083,Flo,Lilybelle,5.1
19306084,Larine,Grobe,10
19306085,Lacie,Hollingsworth,2.1
19306086,Sandie,Emerson,3.6
19306087,Gabi,Huggins,6.4
19306088,Emilia,Pelagias,9.7
19306089,Jenda,Judye,5.6
19306090,Liana,Drisko,6.5
19306091,Taffy,Bearnard,3.1
19306092,Ingrid,Heidt,6.9
19306093,Kore,Juliet,4.5
19306094,Nonnah,Chapland,6.1
19306095,Ketti,Dulciana,9
19306096,Corene,Halla,4.5
19306097,Therine,Tryck,1.5
19306098,Louella,Forrer,9.4
19306099,Ketti,Kevon,9.2
19306100,Lila,Katrine,6.7
19306101,Carlie,Mathilde,9.7
19306102,Doralynne,Loleta,8.7
19306103,Reeba,Jobi,5.5
19306104,Lanna,Lattie,1.8
19306105,Ethel,Bow,6.1
19306106,Cassandra,Lesley,8.9
19306107,Genevra,Zina,2.1
19306108,Dione,Manolo,5.8
19306109,Mureil,Girardo,5.1
19306110,Gui,Killigrew,5.3
19306111,Mamie,Francyne,1.8
19306112,Selia,Ludewig,2.8
19306113,Collen,Magnolia,7.9
19306114,Ronna,Tayib,2.2
19306115,Annabela,Urania,9.5
19306116,Madelle,Valoniah,7.7
19306117,Rori,Karylin,8.2
19306118,Christian,Masao,6.2
19306119,Marti,Pauly,3.7
19306120,Carol-Jean,Vale,3.2
19306121,Hermione,Chinua,8
19306122,Chandra,Harl,1.4
19306123,Nessie,Hylan,7.8
19306124,Alyssa,Marden,6
19306125,Verla,Silvan,4.9
19306126,Ida,LaRue,9.4
19306127,Joeann,Lattie,1.2
19306128,Roxane,Tacye,7.9
19306129,Dianemarie,Amand,3.6
19306130,Aili,Aida,8.7
19306131,Merrie,Blisse,7.5
19306132,Konstance,Jeanne,4.3
19306133,Tiffie,Tyson,9.5
19306134,Quintina,Chobot,9.3
19306135,Kassey,Thilda,9
19306136,Romona,Honoria,1
19306137,Gerrie,Stevy,5.9
19306138,Marti,Radu,1.9
19306139,Sallie,Uird,7.9
19306140,Dulce,Marisa,7.8
19306141,Calla,Mich,3.9
19306142,Dominga,Noam,8.5
19306143,Maisey,Meter,7.8
19306144,Deloria,Helfand,7
19306145,Winny,Chobot,5.4
19306146,Dania,Adalbert,1.6
19306147,Giustina,Bartlett,8.7
19306148,Loree,Brittani,6.1
19306149,Livvyy,Bertold,5.7
19306150,Lynea,Gaynor,1.7
19306151,Dianemarie,Trace,5.3
19306152,Devina,Sawtelle,1.3
19306153,Devina,Rocray,1.8
19306154,Constance,Truc,2.8
19306155,Rosaline,Ashely,9.2
19306156,Jordan,Anis,6.1
19306157,Nyssa,Japeth,3.5
19306158,Aurelie,Kathie,9.2
19306159,Rosaline,Reneta,8.2
19306160,Kirbee,Pacorro,4.2
19306161,Etta,Christal,1.8
19306162,Devina,Rad,9.7
19306163,Ketti,Belanger,9.4
19306164,Ulrike,Annice,9.2
19306165,Winifred,Raul,7
19306166,Addia,Grosz,4.9
19306167,Ninnetta,Lea,3.2
19306168,Adele,Newell,3.9
19306169,Paule,Hanshaw,7.2
19306170,Kenna,Khorma,2.5
19306171,Delilah,Carlson,3.7
19306172,Melina,Tengdin,5.9
19306173,Tani,Swigart,2.3
19306174,Corina,Meli,1.6
19306175,Annora,Francyne,2.2
19306176,Lorie,Cristi,9.1
19306177,Jackie,Janith,9.2
19306178,Joelly,Chrystel,3.8
19306179,Blake,Johnsson,6
19306180,Marline,Vacuva,1.8
19306181,Teriann,Prouty,8.5
19306182,Bobbi,Macey,9.4
19306183,Dulcinea,Hull,10
19306184,Steffane,Ellerey,3.7
19306185,Jeanna,Stuart,9.4
19306186,Charlena,Cloris,3.1
19306187,Jacquetta,Ball,5.3
19306188,Sheelagh,Torray,6.1
19306189,Angelique,Engdahl,9.6
19306190,Alie,Gregrory,1.3
19306191,Shannah,Carey,3.3
19306192,Chickie,Hamil,5.9
19306193,Pierette,Harriman,8.4
19306194,Shaine,Carvey,5.5
19306195,Joceline,Hieronymus,1.3
19306196,Verla,Flita,9.2
19306197,Jere,Thornburg,9.1
19306198,Maye,Cordi,6.5
19306199,Fidelia,Lucienne,8.1
19306200,Halette,Ball,7.1
19306201,Lilith,Cath,8.6
19306202,Myriam,Jalbert,10
19306203,Jacquetta,Bethany,7.6
19306204,Ivett,Christal,1.2
19306205,Jackie,Isacco,4
19306206,Calla,Wattenberg,9.7
19306207,Gerrie,Sothena,3.7
19306208,Celisse,Mathilde,5.7
19306209,Kara-Lynn,Shields,4.5
19306210,Minda,Revkah,1.4
19306211,Lorne,Tamar,3.1
19306212,Lelah,Whittaker,3.8
19306213,Lynde,Ball,6
19306214,Collen,Orelee,9.8
19306215,Grier,Ioab,5.1
19306216,Asia,Bergman,9.3
19306217,Katuscha,Lia,7.4
19306218,Claudina,Chandler,6.6
19306219,Ira,O'Carroll,9.8
19306220,Ellette,Rogerio,9.1
19306221,Carlie,Abbot,2.6
19306222,Chandra,Kelula,3
19306223,Tobe,Duwalt,9.8
19306224,Alisha,Campball,6.8
19306225,Averyl,Eugenia,9.4
19306226,Nickie,Bach,1.2
19306227,Debee,Malanie,6.7
19306228,Nariko,Sibyls,5.2
19306229,Annice,Delp,6.1
19306230,Gwenneth,Suk,7.5
19306231,Elyssa,Friede,1.7
19306232,Cissiee,Saree,9.1
19306233,Cristabel,Stover,9.1
19306234,Kittie,Dash,7.8
19306235,Cissiee,Christal,8.9
19306236,Teddie,Smitt,3.5
19306237,Kimmy,Kathie,7.7
19306238,Elvira,Florina,1.6
19306239,Beatriz,Stefa,4.8
19306240,Tarra,Jacinda,7.9
19306241,Tomasina,Giff,6.1
19306242,Melisent,Heisel,1.2
19306243,Agnese,Celestine,7.8
19306244,Rori,Seligman,1.6
19306245,Di,Margret,1.4
19306246,Andree,Marden,8.6
19306247,Imojean,Lorenz,9.6
19306248,Verla,Ezar,4.4
19306249,Brandise,Jotham,5.8
19306250,Lorne,Grosz,1.4
19306251,Reeba,Ummersen,9.7
19306252,Wileen,Alabaster,2.7
19306253,Anthia,Adamsen,5.8
19306254,Roslyn,Verger,3
19306255,Bertine,Weitman,1.8
19306256,Catharine,Kylander,3.2
19306257,Halette,Baptlsta,9.3
19306258,Gloria,Tristram,4.7
19306259,Mureil,Carbo,8.7
19306260,Estell,LaRue,3.3
19306261,Kayla,Graig,8.8
19306262,Sashenka,Chem,8.9
19306263,Kamilah,Dudley,8.6
19306264,Rubie,Hunfredo,3.2
19306265,Kaia,Brodench,1.5
19306266,Hollie,Gaulin,6.7
19306267,Dione,Frendel,9.1
19306268,Jobi,Auberbach,5.6
19306269,Xylina,Suanne,2.9
19306270,Shannah,Dermott,2
19306271,Janey,Hourigan,7
19306272,Margarette,Zaslow,4.2
19306273,Noelle,Devlen,5.6
19306274,Mahalia,Braun,4.2
19306275,Priscilla,Garrison,7
19306276,Adele,Peonir,1.8
19306277,Darlleen,Gino,9.9
19306278,Allis,Wittie,5.7
19306279,Barbi,Desai,8.3
19306280,Lorne,Doig,9.9
19306281,Valeda,Niles,9.6
19306282,Marjie,Rhu,9.4
19306283,Myrtice,Reneta,1.1
19306284,Antonietta,Byrne,4.7
19306285,Debee,Lunsford,8.9
19306286,Dawn,Kermit,9.2
19306287,Julieta,Bethany,2.7
19306288,Sam,Maurine,9.3
19306289,Aryn,Gino,9.7
19306290,Ketti,Emanuel,2.9
19306291,Ida,Hertzfeld,3.1
19306292,Marjie,Cottle,4.1
